Packet_Number,Timestamp,Data
197,2026-02-26 22:17:20,[-253.4798534798535|-275.45787545787545|-282.05128205128204|-282.05128205128204|-267.3992673992674]
198,2026-02-26 22:17:20,[-268.86446886446885|-265.9340659340659|-252.74725274725276|-249.8168498168498|-228.57142857142858]
199,2026-02-26 22:17:20,[-218.3150183150183|-213.91941391941393|-205.86080586080587|-204.3956043956044|-203.66300366300365]
200,2026-02-26 22:17:20,[-204.3956043956044|-199.26739926739927|-206.5934065934066|-219.04761904761904|-214.65201465201466]
201,2026-02-26 22:17:20,[-227.83882783882783|-224.9084249084249|-216.11721611721612|-224.9084249084249|-219.04761904761904]
202,2026-02-26 22:17:20,[-213.1868131868132|-213.1868131868132|-205.86080586080587|-216.11721611721612|-219.04761904761904]
203,2026-02-26 22:17:20,[-212.45421245421247|-211.7216117216117|-207.32600732600733|-205.86080586080587|-205.12820512820514]
204,2026-02-26 22:17:20,[-195.6043956043956|-200.0|-204.3956043956044|-204.3956043956044|-195.6043956043956]
205,2026-02-26 22:17:20,[-189.74358974358975|-191.94139194139194|-197.06959706959708|-197.06959706959708|-178.02197802197801]
206,2026-02-26 22:17:20,[-167.76556776556777|-169.23076923076923|-160.43956043956044|-164.83516483516485|-158.97435897435898]
207,2026-02-26 22:17:20,[-158.24175824175825|-147.25274725274724|-135.53113553113553|-136.996336996337|-88.64468864468864]
208,2026-02-26 22:17:20,[-74.72527472527473|-81.31868131868131|-100.36630036630036|-126.00732600732601|-164.10256410256412]
209,2026-02-26 22:17:20,[-169.23076923076923|-168.4981684981685|-154.57875457875457|-164.83516483516485|-158.97435897435898]
210,2026-02-26 22:17:20,[-155.3113553113553|-123.80952380952381|75.45787545787546|721.6117216117216|1499.6336996336997]
211,2026-02-26 22:17:20,[1499.6336996336997|32.234432234432234|-793.4065934065934|-683.5164835164835|-402.9304029304029]
212,2026-02-26 22:17:20,[-218.3150183150183|-180.95238095238096|-164.83516483516485|-154.57875457875457|-134.06593406593407]
213,2026-02-26 22:17:20,[-124.54212454212454|-112.08791208791209|-97.43589743589743|-82.78388278388279|-59.34065934065934]
214,2026-02-26 22:17:20,[-36.63003663003663|-25.641025641025642|5.128205128205129|19.78021978021978|34.43223443223443]
215,2026-02-26 22:17:20,[66.66666666666667|101.0989010989011|134.7985347985348|184.6153846153846|232.23443223443223]
216,2026-02-26 22:17:20,[287.9120879120879|350.9157509157509|406.5934065934066|438.82783882783883|450.54945054945057]
217,2026-02-26 22:17:20,[448.35164835164835|428.57142857142856|383.8827838827839|291.57509157509156|167.76556776556777]
218,2026-02-26 22:17:20,[52.014652014652015|-62.27106227106227|-153.1135531135531|-219.04761904761904|-260.8058608058608]
219,2026-02-26 22:17:20,[-296.7032967032967|-317.2161172161172|-328.93772893772893|-337.72893772893775|-338.46153846153845]
220,2026-02-26 22:17:20,[-334.7985347985348|-331.86813186813185|-317.2161172161172|-309.8901098901099|-299.6336996336996]
221,2026-02-26 22:17:20,[-285.7142857142857|-277.65567765567766|-276.1904761904762|-267.3992673992674|-264.46886446886447]
222,2026-02-26 22:17:20,[-253.4798534798535|-251.28205128205127|-246.8864468864469|-243.95604395604394|-246.8864468864469]
223,2026-02-26 22:17:21,[-248.35164835164835|-249.8168498168498|-252.74725274725276|-254.21245421245422|-254.21245421245422]
224,2026-02-26 22:17:21,[-251.28205128205127|-252.01465201465203|-248.35164835164835|-252.74725274725276|-248.35164835164835]
225,2026-02-26 22:17:21,[-246.8864468864469|-236.63003663003664|-230.76923076923077|-236.63003663003664|-230.03663003663004]
226,2026-02-26 22:17:21,[-235.16483516483515|-229.3040293040293|-227.83882783882783|-215.3846153846154|-214.65201465201466]
227,2026-02-26 22:17:21,[-219.04761904761904|-217.58241758241758|-208.7912087912088|-216.11721611721612|-224.9084249084249]
228,2026-02-26 22:17:21,[-212.45421245421247|-201.46520146520146|-182.41758241758242|-182.41758241758242|-170.6959706959707]
229,2026-02-26 22:17:21,[-169.96336996336996|-164.83516483516485|-150.1831501831502|-156.04395604395606|-154.57875457875457]
230,2026-02-26 22:17:21,[-154.57875457875457|-153.84615384615384|-145.05494505494505|-142.12454212454213|-134.06593406593407]
231,2026-02-26 22:17:21,[-121.6117216117216|-121.6117216117216|-128.2051282051282|-130.4029304029304|-120.87912087912088]
232,2026-02-26 22:17:21,[-112.82051282051282|-110.62271062271063|-90.10989010989012|-52.014652014652015|-30.76923076923077]
233,2026-02-26 22:17:21,[-41.02564102564103|-75.45787545787546|-103.2967032967033|-125.27472527472527|-141.3919413919414]
234,2026-02-26 22:17:21,[-124.54212454212454|-99.63369963369964|-79.12087912087912|-76.92307692307692|-106.22710622710623]
235,2026-02-26 22:17:21,[-51.282051282051285|232.23443223443223|1171.4285714285713|1499.6336996336997|1403.6630036630036]
236,2026-02-26 22:17:21,[-235.16483516483515|-739.1941391941392|-439.56043956043953|-164.83516483516485|-95.97069597069597]
237,2026-02-26 22:17:21,[-96.7032967032967|-73.99267399267399|-59.34065934065934|-40.29304029304029|-27.106227106227106]
238,2026-02-26 22:17:21,[-21.245421245421245|-16.117216117216117|-6.593406593406593|7.326007326007326|19.78021978021978]
239,2026-02-26 22:17:21,[34.43223443223443|44.688644688644686|73.99267399267399|98.9010989010989|126.00732600732601]
240,2026-02-26 22:17:21,[161.9047619047619|198.53479853479854|249.08424908424908|301.0989010989011|350.1831501831502]
241,2026-02-26 22:17:21,[408.05860805860806|459.34065934065933|492.3076923076923|500.3663003663004|502.56410256410254]
242,2026-02-26 22:17:21,[484.24908424908426|431.5018315018315|342.12454212454213|220.51282051282053|107.6923076923077]
243,2026-02-26 22:17:21,[-6.593406593406593|-109.15750915750915|-191.2087912087912|-237.36263736263737|-264.46886446886447]
244,2026-02-26 22:17:21,[-274.72527472527474|-295.97069597069594|-312.0879120879121|-310.6227106227106|-306.959706959707]
245,2026-02-26 22:17:21,[-309.8901098901099|-312.0879120879121|-311.35531135531136|-299.6336996336996|-300.3663003663004]
246,2026-02-26 22:17:21,[-290.84249084249086|-271.79487179487177|-273.2600732600733|-268.86446886446885|-263.7362637362637]
247,2026-02-26 22:17:22,[-267.3992673992674|-260.0732600732601|-258.6080586080586|-260.0732600732601|-271.79487179487177]
248,2026-02-26 22:17:22,[-268.86446886446885|-272.5274725274725|-273.2600732600733|-287.9120879120879|-286.4468864468864]
249,2026-02-26 22:17:22,[-275.45787545787545|-276.1904761904762|-271.06227106227107|-264.46886446886447|-254.94505494505495]
250,2026-02-26 22:17:22,[-255.67765567765568|-257.87545787545787|-250.54945054945054|-250.54945054945054|-249.08424908424908]
251,2026-02-26 22:17:22,[-240.2930402930403|-237.36263736263737|-230.76923076923077|-241.02564102564102|-229.3040293040293]
252,2026-02-26 22:17:22,[-213.91941391941393|-212.45421245421247|-208.7912087912088|-209.52380952380952|-206.5934065934066]
