Packet_Number,Timestamp,Data
119,2026-01-31 19:26:10,[-136.996336996337|-126.73992673992674|-125.27472527472527|-142.85714285714286|-111.35531135531136]
120,2026-01-31 19:26:10,[-122.34432234432235|-120.87912087912088|-107.6923076923077|-120.87912087912088|-110.62271062271063]
121,2026-01-31 19:26:10,[-109.15750915750915|-112.08791208791209|-106.22710622710623|-117.94871794871794|-96.7032967032967]
122,2026-01-31 19:26:10,[-71.06227106227107|-68.13186813186813|-66.66666666666667|-95.97069597069597|-88.64468864468864]
123,2026-01-31 19:26:10,[-107.6923076923077|-103.2967032967033|-95.23809523809524|-98.16849816849818|-87.91208791208791]
124,2026-01-31 19:26:10,[-94.50549450549451|-110.62271062271063|-90.10989010989012|40.29304029304029|408.05860805860806]
125,2026-01-31 19:26:10,[714.2857142857143|416.1172161172161|-106.22710622710623|-451.28205128205127|-224.9084249084249]
126,2026-01-31 19:26:11,[-95.97069597069597|-87.17948717948718|-71.06227106227107|-73.99267399267399|-64.46886446886447]
127,2026-01-31 19:26:11,[-61.53846153846154|-56.41025641025641|-38.827838827838825|-49.08424908424909|-31.501831501831504]
128,2026-01-31 19:26:11,[-28.571428571428573|-20.512820512820515|-12.454212454212454|-19.78021978021978|10.989010989010989]
129,2026-01-31 19:26:11,[22.71062271062271|40.29304029304029|66.66666666666667|84.98168498168498|116.48351648351648]
130,2026-01-31 19:26:11,[147.25274725274724|172.8937728937729|202.93040293040292|210.25641025641025|230.76923076923077]
131,2026-01-31 19:26:11,[237.36263736263737|226.37362637362637|202.1978021978022|148.71794871794873|123.80952380952381]
132,2026-01-31 19:26:11,[52.014652014652015|-19.78021978021978|-68.13186813186813|-133.33333333333334|-164.83516483516485]
133,2026-01-31 19:26:11,[-195.6043956043956|-216.11721611721612|-220.51282051282053|-238.82783882783883|-229.3040293040293]
134,2026-01-31 19:26:11,[-230.76923076923077|-228.57142857142858|-216.84981684981685|-230.76923076923077|-205.12820512820514]
135,2026-01-31 19:26:11,[-205.12820512820514|-205.86080586080587|-200.0|-201.46520146520146|-191.2087912087912]
136,2026-01-31 19:26:11,[-193.4065934065934|-192.67399267399267|-180.95238095238096|-194.13919413919413|-179.48717948717947]
137,2026-01-31 19:26:11,[-188.2783882783883|-194.13919413919413|-188.2783882783883|-201.46520146520146|-188.2783882783883]
138,2026-01-31 19:26:11,[-197.06959706959708|-201.46520146520146|-201.46520146520146|-202.93040293040292|-191.94139194139194]
139,2026-01-31 19:26:11,[-189.74358974358975|-182.41758241758242|-173.62637362637363|-188.2783882783883|-176.55677655677655]
140,2026-01-31 19:26:11,[-172.16117216117217|-172.16117216117217|-167.03296703296704|-181.6849816849817|-156.04395604395606]
141,2026-01-31 19:26:11,[-161.9047619047619|-165.56776556776558|-158.24175824175825|-158.97435897435898|-147.98534798534797]
142,2026-01-31 19:26:11,[-153.1135531135531|-150.1831501831502|-136.996336996337|-154.57875457875457|-145.78754578754578]
143,2026-01-31 19:26:11,[-145.05494505494505|-136.26373626373626|-135.53113553113553|-153.84615384615384|-122.34432234432235]
144,2026-01-31 19:26:11,[-126.73992673992674|-126.73992673992674|-117.94871794871794|-123.80952380952381|-114.28571428571429]
145,2026-01-31 19:26:11,[-115.01831501831502|-112.08791208791209|-107.6923076923077|-119.41391941391942|-106.22710622710623]
146,2026-01-31 19:26:11,[-115.01831501831502|-113.55311355311355|-112.08791208791209|-126.00732600732601|-101.83150183150182]
147,2026-01-31 19:26:11,[-85.71428571428571|-78.3882783882784|-79.12087912087912|-94.50549450549451|-100.36630036630036]
148,2026-01-31 19:26:11,[-109.15750915750915|-103.2967032967033|-87.91208791208791|-103.2967032967033|-94.50549450549451]
149,2026-01-31 19:26:11,[-95.23809523809524|-108.42490842490842|-100.36630036630036|-3.663003663003663|359.7069597069597]
150,2026-01-31 19:26:12,[714.2857142857143|513.5531135531136|13.91941391941392|-407.3260073260073|-282.05128205128204]
151,2026-01-31 19:26:12,[-98.9010989010989|-71.06227106227107|-67.3992673992674|-61.53846153846154|-53.47985347985348]
152,2026-01-31 19:26:12,[-53.47985347985348|-49.81684981684982|-35.8974358974359|-50.54945054945055|-28.571428571428573]
153,2026-01-31 19:26:12,[-25.641025641025642|-19.78021978021978|-9.523809523809524|-6.593406593406593|15.384615384615385]
154,2026-01-31 19:26:12,[28.571428571428573|49.81684981684982|73.99267399267399|86.44688644688645|116.48351648351648]
155,2026-01-31 19:26:12,[145.78754578754578|178.75457875457874|208.7912087912088|210.25641025641025|252.01465201465203]
156,2026-01-31 19:26:12,[251.28205128205127|233.6996336996337|216.11721611721612|170.6959706959707|131.13553113553112]
157,2026-01-31 19:26:12,[65.2014652014652|-2.93040293040293|-53.47985347985348|-113.55311355311355|-149.45054945054946]
158,2026-01-31 19:26:12,[-178.02197802197801|-202.93040293040292|-205.86080586080587|-234.43223443223442|-205.86080586080587]
159,2026-01-31 19:26:12,[-216.84981684981685|-219.04761904761904|-205.86080586080587|-207.32600732600733|-197.06959706959708]
160,2026-01-31 19:26:12,[-195.6043956043956|-193.4065934065934|-181.6849816849817|-192.67399267399267|-179.48717948717947]
161,2026-01-31 19:26:12,[-181.6849816849817|-183.15018315018315|-176.55677655677655|-200.73260073260073|-173.62637362637363]
162,2026-01-31 19:26:12,[-187.54578754578753|-194.13919413919413|-188.2783882783883|-192.67399267399267|-180.95238095238096]
163,2026-01-31 19:26:12,[-189.01098901098902|-181.6849816849817|-179.48717948717947|-192.67399267399267|-180.21978021978023]
164,2026-01-31 19:26:12,[-179.48717948717947|-180.21978021978023|-179.48717948717947|-194.87179487179486|-169.23076923076923]
165,2026-01-31 19:26:12,[-176.55677655677655|-171.42857142857142|-166.3003663003663|-167.03296703296704|-154.57875457875457]
166,2026-01-31 19:26:12,[-158.24175824175825|-161.9047619047619|-158.24175824175825|-158.97435897435898|-146.5201465201465]
167,2026-01-31 19:26:12,[-147.98534798534797|-145.78754578754578|-142.85714285714286|-158.97435897435898|-132.6007326007326]
168,2026-01-31 19:26:12,[-142.85714285714286|-136.996336996337|-133.33333333333334|-146.5201465201465|-134.06593406593407]
169,2026-01-31 19:26:12,[-132.6007326007326|-131.86813186813185|-126.73992673992674|-141.3919413919414|-132.6007326007326]
170,2026-01-31 19:26:12,[-135.53113553113553|-143.5897435897436|-131.13553113553112|-130.4029304029304|-96.7032967032967]
171,2026-01-31 19:26:12,[-103.2967032967033|-110.62271062271063|-123.07692307692308|-134.7985347985348|-126.73992673992674]
172,2026-01-31 19:26:12,[-126.73992673992674|-131.13553113553112|-125.27472527472527|-131.13553113553112|-126.73992673992674]
173,2026-01-31 19:26:12,[-123.80952380952381|-27.106227106227106|260.0732600732601|619.047619047619|523.8095238095239]
174,2026-01-31 19:26:12,[41.75824175824176|-400.73260073260076|-341.3919413919414|-136.26373626373626|-88.64468864468864]
175,2026-01-31 19:26:12,[-95.23809523809524|-84.24908424908425|-66.66666666666667|-76.19047619047619|-71.06227106227107]
